State,District,Soil Type,Soil pH,Rainfall (mm),Temperature (°C),Fertility,Nearest Seaport,Nearest ICD,Nearest Cargo Airport,Cold Storage (MT),Key Crops / Products,HS Codes,Top Export Products,Export Volume (MT),Top Buyer Countries,Exporters / Processors,AEZ / Cluster,GI Tags,State Incentives,Remarks
Odisha,Kalahandi,"Red & Yellow, Lateritic",5.5-6.8,1300,24-38,High,Vizag – (~420 km),,Bhubaneswar – (~420 km),125000,"Rice, Cotton, Pulses","HS10, HS52",Rice,225000,Bangladesh,685,,,–,Rice & cotton hub
Odisha,Kandhamal,"Red lateritic, Hilly",5.0-6.5,1500,18-34,High,Paradip – (~380 km),,Bhubaneswar – (~300 km),95000,"Turmeric (Kandhamal Haldi), Ginger, Coffee",HS09,Kandhamal Haldi,68000,"UAE, Bangladesh",385,Kandhamal Organic Turmeric AEZ,Kandhamal Haldi,100% SGST + organic premium support,World-famous organic turmeric district
Odisha,Kendrapara,"Deltaic alluvial, Saline patches",6.5-7.8,1600,25-35,Very High,Paradip – (~100 km),,Bhubaneswar – (~140 km),185000,"Rice, Fish, Betel leaf","HS10, HS03",Shrimp,225000,USA,685,Odisha Marine AEZ,,–,Shrimp & betel leaf
Odisha,Keonjhar,"Red loamy, Lateritic",5.5-6.8,1500,23-36,High,Paradip – (~280 km),,Bhubaneswar – (~240 km),125000,"Rice, Pulses, Mango","HS10, HS08",Rice,185000,Bangladesh,485,,,–,Mining + agri
Odisha,Khordha,"Alluvial, Red loamy",6.0-7.5,1400,25-35,Very High,Paradip – (~120 km),Bhubaneswar CFS – (~20 km),Bhubaneswar – (~30 km),385000,"Rice, Vegetables, Mushroom, Flowers","HS10, HS06","Rice, Cut flowers",325000,"Bangladesh, Netherlands",1285,Bhubaneswar Horti Cluster,,–,Capital region – largest market
Odisha,Koraput,"Red lateritic, Red & Yellow",5.0-6.5,1600,18-34,Medium-High,Vizag – (~380 km),,Bhubaneswar – (~480 km),85000,"Rice, Coffee, Turmeric, Millets, Ginger","HS10, HS09",Coffee,48000,Germany,225,Koraput Coffee Cluster,,–,Tribal coffee & turmeric
Odisha,Malkangiri,"Red lateritic, Gravelly",5.0-6.5,1600,20-35,Medium,Vizag – (~420 km),,Bhubaneswar – (~580 km),48000,"Rice, Pulses, Mango",HS10,Rice,68000,Bangladesh,185,,,Tribal package,Tribal rice area
Odisha,Mayurbhanj,"Red lateritic, Sandy",5.5-6.8,1600,22-35,High,Paradip – (~320 km),,Bhubaneswar – (~280 km),165000,"Rice, Mango, Cashew, Sabai grass","HS10, HS08",Rice,185000,Bangladesh,585,,,–,Sabai grass & rice
Odisha,Nabarangpur,"Red & Yellow, Lateritic",5.5-6.8,1500,22-36,High,Vizag – (~420 km),,Bhubaneswar – (~520 km),85000,"Rice, Maize, Pulses",HS10,Rice,145000,Bangladesh,385,,,–,Rice bowl
Odisha,Nayagarh,"Red loamy, Lateritic",5.5-7.0,1400,24-35,High,Paradip – (~220 km),,Bhubaneswar – (~100 km),125000,"Rice, Pulses, Mango","HS10, HS08",Rice,165000,Bangladesh,425,,,–,Rice & mango
Odisha,Nuapada,"Red & Yellow, Lateritic",5.5-6.8,1300,24-38,Medium-High,Vizag – (~480 km),,Bhubaneswar – (~480 km),68000,"Rice, Pulses",HS10,Rice,95000,Bangladesh,225,,,–,Rice area
Odisha,Puri,"Coastal alluvial, Deltaic",6.5-7.8,1500,25-35,Very High,Paradip – (~100 km),,Bhubaneswar – (~70 km),225000,"Rice, Fish, Betel leaf, Coconut","HS10, HS03",Shrimp,225000,USA,785,Odisha Marine AEZ,Konark Stone Carving (non-agri),–,Tourism + shrimp & rice
Odisha,Rayagada,"Red lateritic, Hilly",5.0-6.5,1400,22-35,Medium-High,Vizag – (~380 km),,Bhubaneswar – (~420 km),85000,"Turmeric, Ginger, Coffee, Millets",HS09,Turmeric,58000,Bangladesh,285,Rayagada Turmeric Cluster,Kandhamal Haldi (shared),–,Turmeric & tribal coffee
Odisha,Sambalpur,"Red loamy, Lateritic",5.5-6.8,1400,24-37,High,Paradip – (~420 km),,Bhubaneswar – (~320 km),145000,"Rice, Pulses, Vegetables",HS10,Rice,185000,Bangladesh,485,,,–,Hirakud rice hub
Odisha,Subarnapur,"Red & Yellow, Lateritic",5.5-6.8,1300,24-37,High,Paradip – (~380 km),,Bhubaneswar – (~280 km),95000,"Rice, Pulses",HS10,Rice,145000,Bangladesh,385,,,–,Rice area
Odisha,Sundargarh,"Red loamy, Lateritic",5.5-6.8,1400,23-36,High,Paradip – (~420 km),,Bhubaneswar – (~360 km),125000,"Rice, Pulses, Mango","HS10, HS08",Rice,165000,Bangladesh,425,,,–,Mining + rice
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Punjab,Amritsar,"Alluvial loam, Khadar & Bangar",7.5-8.5,650,14-36,Very High,Mundra – (~720 km),Amritsar ICD – (~20 km),Amritsar – (~30 km),285000,"Basmati rice, Wheat, Potato, Kinnow","HS10, HS07",Basmati rice,685000,"UAE, Saudi, Iran",1885,Amritsar-Punjab Basmati AEZ,,100% SGST + 50% capital subsidy for food parks,Basmati & potato hub
Punjab,Barnala,Alluvial loam,7.8-8.8,550,14-37,Very High,Mundra – (~680 km),Ludhiana ICD – (~140 km),Ludhiana – (~160 km),185000,"Basmati rice, Wheat, Cotton","HS10, HS52",Basmati,385000,"Iran, Saudi",985,Punjab Basmati AEZ,,–,Basmati belt
Punjab,Bathinda,"Alluvial, Desert patches",8.0-9.0,450,14-38,High,Mundra – (~620 km),Bathinda ICD – (~20 km),Ludhiana – (~220 km),225000,"Cotton, Kinnow, Wheat, Guar","HS52, HS08","Cotton yarn, Kinnow",425000,"China, UAE",1185,,,–,Cotton & citrus hub
Punjab,Faridkot,Alluvial loam,7.8-8.8,500,14-37,Very High,Mundra – (~680 km),Ludhiana ICD – (~180 km),Ludhiana – (~200 km),185000,"Cotton, Wheat, Rice","HS52, HS10",Cotton yarn,325000,Bangladesh,885,,,–,Cotton hub
Punjab,Fatehgarh Sahib,Alluvial loam,7.5-8.5,700,14-36,Very High,Mundra – (~680 km),Ludhiana ICD – (~80 km),Chandigarh – (~80 km),165000,"Basmati rice, Wheat",HS10,Basmati,285000,UAE,685,Punjab Basmati AEZ,,–,Basmati area
Punjab,Fazilka,"Alluvial, Sandy",8.0-9.0,400,14-38,High,Mundra – (~580 km),Abohar ICD – (~20 km),Amritsar – (~180 km),225000,"Kinnow, Cotton, Wheat","HS08, HS52",Kinnow,585000,"Russia, UAE",1585,Fazilka Kinnow AEZ,,–,India’s largest kinnow district
Punjab,Ferozepur,Alluvial loam,7.8-8.8,450,14-38,Very High,Mundra – (~680 km),Ludhiana ICD – (~220 km),Amritsar – (~140 km),225000,"Basmati rice, Wheat, Cotton","HS10, HS52",Basmati,385000,Iran,985,Punjab Basmati AEZ,,–,Basmati & cotton
Punjab,Gurdaspur,"Alluvial, Sub-mountain loam",7.5-8.5,900,1935-12-01 00:00:00,Very High,Mundra – (~720 km),Amritsar ICD – (~80 km),Amritsar – (~100 km),185000,"Basmati rice, Maize, Potato",HS10,Basmati,325000,UAE,885,Punjab Basmati AEZ,,–,Basmati hub
Punjab,Hoshiarpur,"Alluvial, Kandi loam",7.0-8.5,950,1935-12-01 00:00:00,High,High,Mundra – (~680 km),Ludhiana ICD – (~140 km),Amritsar – 160,165000,"Maize, Kinnow, Wheat","HS10, HS08",Kinnow,225000,Russia,685,,,–
Punjab,Jalandhar,Alluvial loam,7.5-8.5,700,14-36,Very High,Mundra – (~720 km),Jalandhar ICD – (~20 km),Amritsar – (~100 km),325000,"Basmati rice, Potato, Vegetables","HS10, HS07","Basmati, Potato",485000,"UAE, Netherlands",1585,Punjab Basmati AEZ,,–,Potato & basmati hub
Punjab,Kapurthala,Alluvial loam,7.5-8.5,700,14-36,Very High,Mundra – (~720 km),Jalandhar ICD – (~60 km),Amritsar – (~120 km),185000,"Basmati rice, Wheat",HS10,Basmati,385000,Iran,985,Punjab Basmati AEZ,,–,Basmati belt
Punjab,Ludhiana,Alluvial loam,7.8-8.8,700,14-37,Very High,Mundra – (~720 km),Ludhiana ICD – (~20 km),Ludhiana – (~30 km),585000,"Basmati rice, Wheat, Potato, Dairy","HS10, HS04","Basmati, Dairy products",585000,"UAE, Saudi",2285,Punjab Basmati AEZ,,100% SGST + dairy subsidy,Largest dairy & basmati processing hub
Punjab,Mansa,Alluvial loam,7.8-8.8,500,14-38,Very High,Mundra – (~680 km),Ludhiana ICD – (~180 km),Ludhiana – (~200 km),225000,"Cotton, Wheat, Kinnow",HS52,Cotton yarn,425000,China,1185,,,–,Cotton hub
Punjab,Moga,Alluvial loam,7.8-8.8,600,14-37,Very High,Mundra – (~720 km),Ludhiana ICD – (~120 km),Ludhiana – (~140 km),385000,"Basmati rice, Wheat, Dairy","HS10, HS04","Basmati, Dairy",485000,"UAE, USA",1585,Punjab Basmati AEZ,,–,High dairy & basmati
Punjab,Pathankot,"Alluvial, Sub-mountain loam",7.0-8.5,1000,1935-12-01 00:00:00,High,Mundra – (~720 km),Amritsar ICD – (~100 km),Amritsar – (~120 km),165000,"Basmati rice, Maize, Potato",HS10,Basmati,285000,UAE,785,Punjab Basmati AEZ,,–,Basmati & potato
Punjab,Patiala,Alluvial loam,7.5-8.5,700,14-36,Very High,Mundra – (~720 km),Ludhiana ICD – (~100 km),Chandigarh – (~80 km),285000,"Basmati rice, Wheat, Sunflower",HS10,Basmati,485000,"Iran, Saudi",1285,Punjab Basmati AEZ,,–,Basmati & sunflower
Punjab,Rupnagar,"Alluvial, Kandi loam",7.0-8.5,900,1935-12-01 00:00:00,High,Mundra – (~680 km),Ludhiana ICD – (~120 km),Chandigarh – (~80 km),185000,"Maize, Wheat, Kinnow","HS10, HS08",Kinnow,225000,Russia,685,,,–,Kinnow & maize
Punjab,Sangrur,Alluvial loam,7.8-8.8,600,14-37,Very High,Mundra – (~720 km),Ludhiana ICD – (~140 km),Ludhiana – (~160 km),325000,"Basmati rice, Wheat, Paddy",HS10,Basmati,585000,"UAE, Iran",1885,Punjab Basmati AEZ,,–,Top basmati district
Punjab,SAS Nagar (Mohali),Alluvial loam,7.5-8.5,800,14-36,Very High,Mundra – (~720 km),Ludhiana ICD – (~100 km),Chandigarh – (~40 km),385000,"Basmati rice, Vegetables, Mushroom","HS10, HS07",Basmati,385000,UAE,1285,Punjab Basmati AEZ,,–,Near Chandigarh – mushroom & basmati
Punjab,Shahid Bhagat Singh Nagar (Nawanshahr),Alluvial loam,7.5-8.5,800,14-36,High,Mundra – (~720 km),Jalandhar ICD – (~80 km),Amritsar – (~140 km),165000,"Basmati rice, Maize",HS10,Basmati,285000,UAE,685,Punjab Basmati AEZ,,–,Basmati area
Punjab,Sri Muktsar Sahib,"Alluvial, Desert patches",8.0-9.0,400,14-39,High,Mundra – (~680 km),Ludhiana ICD – (~220 km),Amritsar – (~180 km),225000,"Cotton, Kinnow, Wheat","HS52, HS08","Cotton yarn, Kinnow",425000,"China, Russia",1185,,,–,Cotton & kinnow hub
Punjab,Tarn Taran,Alluvial loam,7.5-8.5,650,14-36,Very High,Mundra – (~720 km),Amritsar ICD – (~40 km),Amritsar – (~60 km),225000,"Basmati rice, Wheat, Potato",HS10,Basmati,585000,"UAE, Iran",1585,Amritsar-Punjab Basmati AEZ,,–,Top basmati exporter
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Rajasthan,Ajmer,"Loamy, Sandy loam",7.5-8.5,550,18-38,High,Mundra – (~480 km),Jaipur ICD – (~140 km),Jaipur – (~150 km),185000,"Cumin, Coriander, Fenugreek, Wheat",HS09,"Cumin, Coriander",285000,"UAE, Bangladesh",785,,,100% SGST + 35% capital subsidy,Seed-spices hub
Rajasthan,Alwar,"Alluvial, Sandy loam",7.5-8.5,650,18-39,High,Mundra – (~680 km),Rewari ICD – (~100 km),Jaipur – (~160 km),225000,"Mustard, Bajra, Wheat, Guar","HS12, HS13","Mustard oil, Guar gum",385000,"Bangladesh, USA",985,,,–,Mustard & guar hub
Rajasthan,Banswara,"Black cotton, Red loamy",6.5-7.8,900,22-37,High,Mundra – (~680 km),,Udaipur – (~280 km),85000,"Maize, Soybean, Turmeric","HS10, HS09",Turmeric,125000,Bangladesh,325,,,Tribal package,Maize & turmeric
Rajasthan,Baran,"Black cotton, Alluvial",7.0-8.2,850,24-39,Very High,Mundra – (~720 km),Kota ICD – (~60 km),Jaipur – (~280 km),185000,"Soybean, Coriander, Garlic, Wheat","HS12, HS09","Soybean meal, Coriander",285000,"China, Bangladesh",785,,,–,Coriander & soybean capital
Rajasthan,Barmer,"Desert sandy, Arid",8.0-9.0,250,20-42,Medium,Kandla – (~380 km),Jodhpur ICD – (~280 km),Jodhpur – (~300 km),68000,"Cumin, Isabgol, Guar, Castor","HS09, HS13","Cumin, Isabgol",185000,"UAE, USA",485,Barmer Cumin AEZ,,Desert agriculture package,India’s cumin bowl
Rajasthan,Bharatpur,"Alluvial, Loamy",7.5-8.5,650,18-40,Very High,Mundra – (~880 km),Rewari ICD – (~180 km),Jaipur – (~200 km),225000,"Mustard, Wheat, Bajra",HS12,Mustard oil,325000,Bangladesh,885,,,–,Mustard oil hub
Rajasthan,Bhilwara,"Red loamy, Black cotton patches",7.0-8.5,700,22-39,High,Mundra – (~620 km),Bhilwara ICD – (~20 km),Udaipur – (~280 km),165000,"Coriander, Fenugreek, Garlic",HS09,"Coriander, Garlic",285000,"Bangladesh, UAE",785,,,–,Coriander hub
Rajasthan,Bikaner,"Desert sandy, Loamy",8.0-9.0,300,18-42,Medium-High,Kandla – (~480 km),Bikaner ICD – (~20 km),Jodhpur – (~280 km),185000,"Cumin, Isabgol, Guar, Moth bean","HS09, HS13","Cumin, Isabgol",385000,"UAE, USA",985,Bikaner Isabgol & Cumin AEZ,,–,Isabgol & cumin capital
Rajasthan,Bundi,"Black cotton, Red loamy",7.0-8.2,800,24-39,High,Mundra – (~720 km),Kota ICD – (~80 km),Jaipur – (~240 km),125000,"Soybean, Coriander, Garlic","HS12, HS09","Soybean meal, Coriander",225000,"China, Bangladesh",585,,,–,Coriander & soybean
Rajasthan,Chittorgarh,"Black cotton, Red loamy",7.0-8.5,800,22-38,High,Mundra – (~680 km),,Udaipur – (~140 km),165000,"Maize, Coriander, Opium","HS10, HS09",Coriander,185000,Bangladesh,485,,,–,Coriander & maize
Rajasthan,Churu,"Desert sandy, Loamy",8.0-9.0,400,16-41,Medium-High,Kandla – (~580 km),Jaipur ICD – (~220 km),Jaipur – (~240 km),125000,"Cumin, Guar, Moth bean","HS09, HS13","Cumin, Guar gum",225000,"UAE, USA",585,,,–,Cumin & guar hub
Rajasthan,Dausa,"Alluvial, Sandy loam",7.5-8.5,600,18-40,High,Mundra – (~780 km),Jaipur ICD – (~80 km),Jaipur – (~100 km),165000,"Mustard, Bajra, Wheat",HS12,Mustard oil,185000,Bangladesh,485,,,–,Mustard belt
Rajasthan,Dholpur,"Alluvial, Ravine",7.5-8.5,700,20-40,High,Mundra – (~880 km),Agra ICD – (~140 km),Jaipur – (~260 km),95000,"Mustard, Bajra, Wheat",HS12,Mustard oil,145000,Bangladesh,385,,,–,Mustard area
Rajasthan,Dungarpur,"Red loamy, Black cotton patches",6.5-7.8,800,22-37,Medium-High,Mundra – (~680 km),,Udaipur – (~200 km),68000,"Maize, Turmeric, Ginger","HS10, HS09",Turmeric,85000,Bangladesh,225,,,–,Tribal maize & turmeric
Rajasthan,Hanumangarh,"Alluvial, Desert sandy",8.0-9.0,350,14-40,High,Kandla – (~580 km),Sri Ganganagar ICD – (~80 km),Amritsar – (~300 km),285000,"Kinnow, Cotton, Wheat, Mustard","HS08, HS52","Kinnow, Cotton yarn",485000,"Russia, China",1285,Hanumangarh Kinnow AEZ,Kinnow,–,India’s largest kinnow district
Rajasthan,Jaipur,"Sandy loam, Alluvial",7.5-8.5,550,18-40,High,Mundra – (~680 km),Jaipur ICD – (~20 km),Jaipur – (~30 km),585000,"Onion, Garlic, Cumin, Coriander, Rose","HS07, HS09, HS06","Onion, Rose oil",685000,"Bangladesh, UAE",2285,Jaipur Onion & Rose Cluster,,–,Onion & rose oil hub
Rajasthan,Jaisalmer,"Desert sandy, Arid",8.0-9.0,200,18-43,Medium,Kandla – (~420 km),Jodhpur ICD – (~320 km),Jodhpur – (~340 km),48000,"Cumin, Isabgol, Guar","HS09, HS13",Cumin,125000,UAE,325,Jaisalmer Cumin Cluster,,Desert agriculture package,Extreme desert farming
Rajasthan,Jalore,"Sandy loamy, Desert",7.5-8.8,400,24-40,Medium-High,Mundra – (~480 km),Jodhpur ICD – (~200 km),Jodhpur – (~220 km),125000,"Cumin, Isabgol, Mustard",HS09,"Cumin, Isabgol",285000,"UAE, USA",785,Jalore Cumin AEZ,,–,Cumin & isabgol hub
Rajasthan,Jhalawar,"Black cotton, Red loamy",6.5-8.0,950,24-38,Very High,Mundra – (~720 km),Kota ICD – (~140 km),Jaipur – (~340 km),225000,"Coriander, Garlic, Soybean, Orange","HS09, HS08","Coriander, Orange",385000,"Bangladesh, UAE",985,Jhalawar Coriander & Orange AEZ,,–,Coriander & orange capital
Rajasthan,Jhunjhunu,"Sandy loam, Arid",7.8-8.8,450,16-41,Medium-High,Mundra – (~680 km),Jaipur ICD – (~200 km),Jaipur – (~220 km),165000,"Cumin, Guar, Bajra","HS09, HS13",Cumin,225000,UAE,585,,,–,Cumin hub
Rajasthan,Jodhpur,"Desert sandy, Loamy",8.0-9.0,350,20-42,Medium-High,Kandla – (~420 km),Jodhpur ICD – (~20 km),Jodhpur – (~30 km),285000,"Cumin, Isabgol, Guar, Pomegranate","HS09, HS08","Cumin, Isabgol",485000,"UAE, USA",1585,Jodhpur Cumin & Isabgol AEZ,,–,Cumin & isabgol capital
Rajasthan,Karauli,"Alluvial, Red loamy",7.0-8.2,750,22-39,High,Mundra – (~880 km),Jaipur ICD – (~220 km),Jaipur – (~240 km),125000,"Mustard, Coriander, Soybean","HS12, HS09",Mustard oil,185000,Bangladesh,485,,,–,Mustard belt
Rajasthan,Kota,"Black cotton, Alluvial",7.0-8.2,850,24-39,Very High,Mundra – (~720 km),Kota ICD – (~20 km),Jaipur – (~260 km),325000,"Coriander, Soybean, Rice, Garlic","HS09, HS12","Coriander, Soybean meal",585000,"Bangladesh, China",1885,Kota Coriander Cluster,,–,Coriander capital of India
Rajasthan,Nagaur,"Desert sandy, Loamy",8.0-9.0,400,18-41,Medium-High,Kandla – (~480 km),Jaipur ICD – (~280 km),Jaipur – (~300 km),225000,"Cumin, Isabgol, Fenugreek, Guar",HS09,"Cumin, Isabgol",485000,"UAE, USA",1585,Nagaur Cumin AEZ,,–,India’s largest cumin district
Rajasthan,Pali,"Sandy loamy, Red",7.5-8.5,500,22-40,High,Mundra – (~480 km),Pali ICD – (~20 km),Jodhpur – (~80 km),185000,"Cumin, Mustard, Cotton","HS09, HS52",Cumin,285000,UAE,785,,,–,Cumin hub
Rajasthan,Pratapgarh,"Red loamy, Black cotton patches",6.5-7.8,900,22-37,High,Mundra – (~680 km),,Udaipur – (~180 km),95000,"Maize, Soybean, Garlic","HS10, HS07",Garlic,125000,Bangladesh,325,,,–,Garlic & maize
Rajasthan,Rajsamand,"Red loamy, Lateritic",6.5-7.8,650,20-37,Medium-High,Mundra – (~580 km),Udaipur ICD – (~100 km),Udaipur – (~120 km),125000,"Maize, Pomegranate, Wheat",HS08,Pomegranate,185000,Netherlands,485,,,–,Marble + pomegranate
Rajasthan,Sawai Madhopur,"Alluvial, Red loamy",7.0-8.2,800,22-39,High,Mundra – (~820 km),Jaipur ICD – (~180 km),Jaipur – (~200 km),125000,"Soybean, Coriander, Mustard","HS12, HS09",Soybean meal,185000,China,485,,,–,Soybean & coriander
Rajasthan,Sikar,"Sandy loam, Desert",7.8-8.8,450,16-41,Medium-High,Mundra – (~680 km),Jaipur ICD – (~180 km),Jaipur – (~200 km),185000,"Cumin, Fenugreek, Guar",HS09,Cumin,325000,UAE,885,Sikar Cumin Cluster,,–,Cumin hub
Rajasthan,Sirohi,"Red loamy, Hilly",6.5-7.8,700,20-38,Medium-High,Mundra – (~580 km),,Udaipur – (~180 km),95000,"Isabgol, Cumin, Wheat",HS09,Isabgol,185000,USA,485,Sirohi Isabgol AEZ,,–,Isabgol hub
Rajasthan,Sri Ganganagar,"Alluvial, Desert sandy",8.0-9.0,350,14-40,Very High,Kandla – (~580 km),Sri Ganganagar ICD – (~20 km),Amritsar – (~300 km),385000,"Kinnow, Cotton, Wheat, Mustard","HS08, HS52","Kinnow, Cotton yarn",685000,"Russia, China",2285,Sri Ganganagar Kinnow AEZ,Kinnow,–,India’s largest kinnow district
Rajasthan,Tonk,"Sandy loam, Red",7.5-8.5,600,22-39,High,Mundra – (~720 km),Jaipur ICD – (~140 km),Jaipur – (~160 km),125000,"Coriander, Fenugreek, Mustard",HS09,Coriander,185000,Bangladesh,485,,,–,Coriander hub
Rajasthan,Udaipur,"Red loamy, Lateritic",6.0-7.5,650,20-37,High,Mundra – (~580 km),Udaipur ICD – (~20 km),Udaipur – (~40 km),285000,"Maize, Pomegranate, Isabgol","HS08, HS09","Pomegranate, Isabgol",385000,"Netherlands, UAE",985,Udaipur Pomegranate Cluster,,–,Pomegranate & isabgol hub
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Sikkim,Gangtok,"Mountain brown, Loamy",4.5-5.8,3200,2024-08-01 00:00:00,High,Kolkata – (~680 km),Siliguri ICP – (~120 km),Bagdogra – (~130 km),35000,"Large cardamom, Ginger, Kiwi, Orchid, Tea","HS09, HS06","Large cardamom, Orchids",22000,"Nepal, Bangladesh, UAE",285,Sikkim Large Cardamom AEZ,Sikkim Large Cardamom,100% SGST + 100% freight subsidy + organic bonus,State capital + largest cardamom hub
Sikkim,Mangan,"Red & Yellow, Hill soil",4.5-5.8,2800,2024-06-01 00:00:00,High,Kolkata – (~720 km),Siliguri ICP – (~180 km),Bagdogra – (~190 km),18000,"Large cardamom, Kiwi, Ginger, Apple","HS09, HS08",Large cardamom,18000,"Nepal, UAE",165,Sikkim Large Cardamom AEZ,Sikkim Large Cardamom,100% SGST + 100% freight subsidy,North Sikkim cardamom & kiwi belt
